math score,reading score,writing score,gender_male,race/ethnicity_group B,race/ethnicity_group C,race/ethnicity_group D,race/ethnicity_group E,parental level of education_bachelor's degree,parental level of education_high school,parental level of education_master's degree,parental level of education_some college,parental level of education_some high school,lunch_standard,test preparation course_none
-1.34272120164169,-1.861797078675156,-1.4520619451573897,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.8097631459168814,-0.7653727252281208,-0.46444386329646453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.010326062329668246,-0.0115809822332841,-0.33276145238167454,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
-0.07694581929526934,0.3995781503093541,0.12812698582009055,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.4759607155728924,-1.0394788135898796,-0.9911735069556247,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
0.18953320856713504,0.26252510612847474,0.3256506021922756,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
0.5226319933951405,0.1254720619475953,0.7865390403940407,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4560122364295394,0.33105162821891443,0.25980939673488057,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.18953320856713504,-1.0394788135898796,-0.8594910960408346,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
0.05629369463593285,-0.0115809822332841,0.45733301310706564,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0.25615296553273614,0.05694553985715561,-0.2010790414668845,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
-0.2768050901920726,0.05694553985715561,0.45733301310706564,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0.18953320856713504,0.33105162821891443,0.3914918076496706,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
-0.21018533322647154,-0.2856870705950429,-0.46444386329646453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
-0.6765236319856792,0.19399858403803502,-0.2010790414668845,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.7424397434352967,-1.861797078675156,-1.97879158881655,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
2.0548864036039656,1.2218964153946306,0.9182214513088307,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
0.9889702921543482,0.8107372828519923,0.7206978349366456,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5226319933951405,0.8107372828519923,0.9840626567662257,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-1.0762421737792858,-0.35421359268548264,-0.5961262742112545,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.5892517503607416,1.4274759816659497,1.3132686840532009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6099038750200781,-0.9024257694090002,-0.7278086851260446,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.7431433889512803,-0.5597931589568017,-0.9253323014982296,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.543284118054477,0.26252510612847474,-0.0035554250946994654,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.8763829028824824,-0.7653727252281208,-0.2010790414668845,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.47666436108887594,-0.2856870705950429,-0.1352378360094895,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.0762421737792858,-0.9024257694090002,-0.9253323014982296,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.07694581929526934,-1.0394788135898796,-0.7278086851260446,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.7431433889512803,-0.2856870705950429,-0.39860265783906956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.010326062329668246,0.1254720619475953,0.5231742185644607,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
-0.6099038750200781,0.33105162821891443,0.5231742185644607,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0555900491199492,1.0163168491233114,0.9182214513088307,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.8763829028824824,-0.97095229149944,-1.3203795342425997,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
0.7224912642919438,-0.0115809822332841,-0.0035554250946994654,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8763829028824824,-1.7247440344942766,-1.7154267669869698,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1.455308590913556,0.6051577165806732,0.45733301310706564,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0.3227727224983372,1.0163168491233114,1.2474274785958057,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-2.2087780421945045,-1.9303236007655957,-1.6495855615295747,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0555900491199492,1.084843371213751,1.1815862731384108,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.9430026598480836,-0.97095229149944,-1.2545383287852048,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.543284118054477,-0.6968462031376811,-0.6619674796686495,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.010326062329668246,-3.5749601309361485,-3.82234534162361,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.855730778223146,0.33105162821891443,0.25980939673488057,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.8090595004008978,-2.067376644946475,-2.24215641064613,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.2768050901920726,-0.5597931589568017,-0.8594910960408346,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.18953320856713504,0.7422107607615527,0.19396819127748557,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.47666436108887594,-0.7653727252281208,-0.5961262742112545,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
0.05629369463593285,-0.35421359268548264,-0.46444386329646453,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
-1.4093409586072914,-2.2044296891273545,-2.044632794273945,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.4100446041232748,0.19399858403803502,0.3914918076496706,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
-0.34342484715767374,-0.7653727252281208,-0.7936498905834396,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.8090595004008978,-0.35421359268548264,-0.7278086851260446,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.543284118054477,-0.4227401147759223,0.3256506021922756,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.21018533322647154,-0.97095229149944,-0.33276145238167454,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.6758199864696957,-1.2450583798611987,-1.3203795342425997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.34342484715767374,-0.8338992473185606,-0.7936498905834396,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.1428619307448868,-1.3821114240420782,-1.7812679724443647,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
-1.4759607155728924,-1.9303236007655957,-1.97879158881655,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-2.4086373130913077,-2.9582214321221914,-3.03225087613487,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
0.9223505351887471,0.6051577165806732,0.8523802458514357,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.34342484715767374,0.33105162821891443,0.25980939673488057,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.2768050901920726,-0.08010750432372381,-0.0035554250946994654,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
-1.276101444676089,-1.3821114240420782,-1.1886971233278096,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-1.1428619307448868,-1.656217512403837,-1.5179031506147846,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.0762421737792858,-1.5191644682229575,-0.9253323014982296,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.38939247946393835,-0.35421359268548264,-0.33276145238167454,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-1.6092002295040946,-2.067376644946475,-2.24215641064613,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.4560122364295394,0.7422107607615527,0.9182214513088307,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
0.6558715073263427,0.9477903270328718,1.3132686840532009,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.3227727224983372,0.1254720619475953,0.3914918076496706,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.543284118054477,0.05694553985715561,-0.06939663055209448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
0.4560122364295394,1.153369893304191,0.9182214513088307,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
-0.07694581929526934,0.19399858403803502,0.3914918076496706,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
-2.608496583988111,-2.410009255398674,-2.1104739997313398,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.3227727224983372,0.6736842386711129,0.19396819127748557,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
-1.5425804725384935,-1.656217512403837,-1.1886971233278096,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.855730778223146,1.153369893304191,1.5766335058827807,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
0.789111021257545,0.8107372828519923,0.9182214513088307,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.07694581929526934,-0.2171605485046032,-0.39860265783906956,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.21018533322647154,0.19399858403803502,0.12812698582009055,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.543284118054477,-0.1486340264141635,-0.39860265783906956,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.07694581929526934,-0.1486340264141635,-0.39860265783906956,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0.855730778223146,-0.1486340264141635,-0.06939663055209448,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
0.12291345160153394,0.33105162821891443,0.3914918076496706,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.2554493200167525,1.4960025037563893,1.3791098895105958,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.4100446041232748,-1.7247440344942766,-1.3862207396999948,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.1215061605695666,1.153369893304191,1.444951094967991,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.543284118054477,-0.1486340264141635,0.25980939673488057,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1.3886888339479548,2.112741202570347,2.103363149541941,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
-0.010326062329668246,-0.4227401147759223,-0.2669202469242795,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.9430026598480836,0.4681046723997938,0.12812698582009055,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.25615296553273614,-0.35421359268548264,0.25980939673488057,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
0.7224912642919438,1.35894945957551,1.9716807386271509,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.2768050901920726,-0.97095229149944,-1.2545383287852048,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
-0.8097631459168814,-1.1080053356803194,-1.3862207396999948,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-1.0096224168136847,-0.7653727252281208,-0.9253323014982296,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
2.1881259175351677,2.112741202570347,2.103363149541941,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.1888295630511514,0.5366311944902336,0.3914918076496706,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0.5892517503607416,1.084843371213751,0.9182214513088307,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.789111021257545,0.8792638049424321,0.7206978349366456,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
-1.0096224168136847,-0.4227401147759223,-0.46444386329646453,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
-0.7431433889512803,-0.0115809822332841,-0.2010790414668845,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
0.855730778223146,1.5645290258468292,1.3791098895105958,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.6551678618103591,1.35894945957551,1.5766335058827807,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.455308590913556,1.6330555479372688,1.6424747113401759,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.21018533322647154,-0.8338992473185606,-0.7936498905834396,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.1222098060855503,0.7422107607615527,0.3256506021922756,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1.3886888339479548,1.7701085921181483,1.1815862731384108,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0.38939247946393835,-0.08010750432372381,-0.06939663055209448,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
-0.07694581929526934,0.5366311944902336,0.3914918076496706,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0555900491199492,0.8792638049424321,0.3914918076496706,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
-1.0096224168136847,-1.3821114240420782,-1.1228559178704147,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1.521928347879157,1.0163168491233114,0.9182214513088307,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
-0.8763829028824824,-2.2044296891273545,-1.8471091779017599,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.3886888339479548,0.33105162821891443,0.12812698582009055,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.5892517503607416,0.8107372828519923,1.0499038622236208,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.5226319933951405,0.6736842386711129,0.45733301310706564,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.543284118054477,-0.97095229149944,-1.3203795342425997,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
-1.0096224168136847,-1.0394788135898796,-1.7812679724443647,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.25615296553273614,-0.97095229149944,-0.7936498905834396,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
-0.47666436108887594,-0.2171605485046032,-0.06939663055209448,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.3227727224983372,-0.5597931589568017,0.062285780362695546,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.6558715073263427,0.19399858403803502,0.19396819127748557,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
-0.47666436108887594,-0.491266636866362,-0.2669202469242795,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.6092002295040946,-0.97095229149944,-0.9253323014982296,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.6099038750200781,-1.7932705565847165,-1.3862207396999948,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1.455308590913556,0.26252510612847474,0.6548566294792506,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
-2.9415953688161163,-2.067376644946475,-2.307997616103525,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.455308590913556,1.0163168491233114,0.45733301310706564,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
0.4560122364295394,-0.08010750432372381,-0.1352378360094895,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.12291345160153394,0.3995781503093541,0.8523802458514357,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2.254745674500769,2.112741202570347,1.6424747113401759,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.2768050901920726,-0.1486340264141635,0.062285780362695546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.7224912642919438,-0.1486340264141635,-0.0035554250946994654,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.47666436108887594,0.05694553985715561,-0.1352378360094895,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.8097631459168814,-1.3821114240420782,-1.3862207396999948,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.2768050901920726,-0.1486340264141635,-0.46444386329646453,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
0.25615296553273614,1.35894945957551,1.3132686840532009,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.010326062329668246,0.33105162821891443,0.6548566294792506,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.4100446041232748,-0.6283196810472415,-0.5302850687538596,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.34342484715767374,1.153369893304191,1.2474274785958057,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.010326062329668246,-0.491266636866362,-0.2669202469242795,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0555900491199492,0.6051577165806732,0.3914918076496706,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5892517503607416,1.2904229374850702,1.1157450676810157,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.1428619307448868,-1.1080053356803194,-1.0570147124130196,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.9430026598480836,-1.1080053356803194,-1.2545383287852048,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0.9889702921543482,1.5645290258468292,1.5107923004253858,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1.9882666466383647,2.112741202570347,2.103363149541941,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.8763829028824824,-1.2450583798611987,-1.1228559178704147,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.543284118054477,0.4681046723997938,0.6548566294792506,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.12291345160153394,0.9477903270328718,0.6548566294792506,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.05629369463593285,0.3995781503093541,0.12812698582009055,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.38939247946393835,0.26252510612847474,0.3914918076496706,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.8550271327071624,1.2904229374850702,0.6548566294792506,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
0.855730778223146,1.153369893304191,0.8523802458514357,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
-0.21018533322647154,-0.1486340264141635,0.12812698582009055,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-1.5425804725384935,-1.2450583798611987,-0.9253323014982296,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9889702921543482,1.4960025037563893,1.2474274785958057,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.34272120164169,-1.0394788135898796,-0.6619674796686495,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.3227727224983372,0.5366311944902336,0.5890154240218557,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.9430026598480836,0.05694553985715561,-0.39860265783906956,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0548864036039656,2.112741202570347,2.103363149541941,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
